cell_id,orig_obs_idx,role,gene_transcript
k562_26640,26640,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_26684,26684,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_26703,26703,nt,NT_POOL
k562_26856,26856,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_26884,26884,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_27030,27030,nt,NT_POOL
k562_27146,27146,nt,NT_POOL
k562_27202,27202,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_27204,27204,nt,NT_POOL
k562_27254,27254,nt,NT_POOL
k562_27285,27285,nt,NT_POOL
k562_27381,27381,nt,NT_POOL
k562_27434,27434,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_27503,27503,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_27606,27606,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_27636,27636,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_27638,27638,nt,NT_POOL
k562_27680,27680,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_27722,27722,nt,NT_POOL
k562_27816,27816,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_27836,27836,nt,NT_POOL
k562_27868,27868,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_27970,27970,nt,NT_POOL
k562_28030,28030,nt,NT_POOL
k562_28117,28117,nt,NT_POOL
k562_28164,28164,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_28175,28175,nt,NT_POOL
k562_28243,28243,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_28267,28267,nt,NT_POOL
k562_28347,28347,nt,NT_POOL
k562_28392,28392,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_28393,28393,nt,NT_POOL
k562_28412,28412,nt,NT_POOL
k562_28501,28501,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_28502,28502,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_28568,28568,nt,NT_POOL
k562_28626,28626,nt,NT_POOL
k562_28673,28673,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_28674,28674,nt,NT_POOL
k562_28766,28766,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_28780,28780,nt,NT_POOL
k562_28835,28835,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_28837,28837,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_28858,28858,nt,NT_POOL
k562_28879,28879,nt,NT_POOL
k562_28888,28888,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_28993,28993,nt,NT_POOL
k562_29026,29026,nt,NT_POOL
k562_29097,29097,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_29159,29159,nt,NT_POOL
k562_29204,29204,nt,NT_POOL
k562_29290,29290,nt,NT_POOL
k562_29299,29299,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_29361,29361,nt,NT_POOL
k562_29434,29434,nt,NT_POOL
k562_29473,29473,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_29482,29482,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_29553,29553,nt,NT_POOL
k562_29578,29578,nt,NT_POOL
k562_29715,29715,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_29737,29737,nt,NT_POOL
k562_29769,29769,nt,NT_POOL
k562_29831,29831,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_29851,29851,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_29913,29913,nt,NT_POOL
k562_30025,30025,nt,NT_POOL
k562_30048,30048,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_30085,30085,nt,NT_POOL
k562_30094,30094,nt,NT_POOL
k562_30119,30119,nt,NT_POOL
k562_30186,30186,nt,NT_POOL
k562_30297,30297,nt,NT_POOL
k562_30437,30437,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_30455,30455,nt,NT_POOL
k562_30468,30468,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_30476,30476,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_30498,30498,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_30511,30511,nt,NT_POOL
k562_30578,30578,nt,NT_POOL
k562_30641,30641,nt,NT_POOL
k562_30667,30667,nt,NT_POOL
k562_30760,30760,nt,NT_POOL
k562_30841,30841,nt,NT_POOL
k562_30869,30869,nt,NT_POOL
k562_30921,30921,nt,NT_POOL
k562_30961,30961,nt,NT_POOL
k562_30982,30982,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_31004,31004,nt,NT_POOL
k562_31055,31055,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_31089,31089,nt,NT_POOL
k562_31154,31154,nt,NT_POOL
k562_31158,31158,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_31182,31182,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_31189,31189,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_31208,31208,nt,NT_POOL
k562_31215,31215,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_31297,31297,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_31313,31313,nt,NT_POOL
k562_31368,31368,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_31509,31509,nt,NT_POOL
k562_31590,31590,nt,NT_POOL
k562_31678,31678,nt,NT_POOL
k562_31829,31829,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_31851,31851,nt,NT_POOL
k562_31877,31877,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_31890,31890,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_31895,31895,nt,NT_POOL
k562_31926,31926,nt,NT_POOL
k562_31974,31974,nt,NT_POOL
k562_31995,31995,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_32105,32105,nt,NT_POOL
k562_32135,32135,nt,NT_POOL
k562_32171,32171,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_32245,32245,nt,NT_POOL
k562_32263,32263,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_32311,32311,nt,NT_POOL
k562_32330,32330,nt,NT_POOL
k562_32344,32344,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_32363,32363,nt,NT_POOL
k562_32434,32434,nt,NT_POOL
k562_32570,32570,nt,NT_POOL
k562_32607,32607,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_32630,32630,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_32732,32732,nt,NT_POOL
k562_32865,32865,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_32878,32878,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_32883,32883,nt,NT_POOL
k562_32936,32936,nt,NT_POOL
k562_32997,32997,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_33019,33019,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_33083,33083,nt,NT_POOL
k562_33129,33129,nt,NT_POOL
k562_33196,33196,nt,NT_POOL
k562_33244,33244,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_33278,33278,nt,NT_POOL
k562_33311,33311,nt,NT_POOL
k562_33360,33360,nt,NT_POOL
k562_33364,33364,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_33375,33375,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_33426,33426,nt,NT_POOL
k562_33465,33465,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_33620,33620,nt,NT_POOL
k562_33702,33702,nt,NT_POOL
k562_33716,33716,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_33723,33723,nt,NT_POOL
k562_33784,33784,nt,NT_POOL
k562_33852,33852,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_33859,33859,nt,NT_POOL
k562_34045,34045,nt,NT_POOL
k562_34179,34179,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_34189,34189,nt,NT_POOL
k562_34250,34250,nt,NT_POOL
k562_34345,34345,nt,NT_POOL
k562_34413,34413,nt,NT_POOL
k562_34460,34460,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_34527,34527,nt,NT_POOL
k562_34591,34591,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_34615,34615,nt,NT_POOL
k562_34621,34621,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_34767,34767,nt,NT_POOL
k562_34870,34870,nt,NT_POOL
k562_34918,34918,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_34940,34940,nt,NT_POOL
k562_34996,34996,nt,NT_POOL
k562_35026,35026,nt,NT_POOL
k562_35192,35192,nt,NT_POOL
k562_35222,35222,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_35299,35299,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_35307,35307,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_35340,35340,nt,NT_POOL
k562_35369,35369,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_35379,35379,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_35436,35436,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_35445,35445,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_35494,35494,nt,NT_POOL
k562_35654,35654,nt,NT_POOL
k562_35673,35673,nt,NT_POOL
k562_35728,35728,nt,NT_POOL
k562_35743,35743,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_35750,35750,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_35787,35787,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_35826,35826,nt,NT_POOL
k562_35878,35878,nt,NT_POOL
k562_35884,35884,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_35913,35913,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_35915,35915,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_35929,35929,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_35944,35944,nt,NT_POOL
k562_35962,35962,nt,NT_POOL
k562_36022,36022,nt,NT_POOL
k562_36134,36134,nt,NT_POOL
k562_36201,36201,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_36328,36328,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_36338,36338,nt,NT_POOL
k562_36356,36356,nt,NT_POOL
k562_36397,36397,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_36427,36427,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_36569,36569,nt,NT_POOL
k562_36608,36608,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_36642,36642,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_36670,36670,nt,NT_POOL
k562_36748,36748,nt,NT_POOL
k562_36790,36790,nt,NT_POOL
k562_36862,36862,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_36872,36872,nt,NT_POOL
k562_36882,36882,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_36915,36915,nt,NT_POOL
k562_36952,36952,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_37051,37051,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_37053,37053,nt,NT_POOL
k562_37098,37098,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_37112,37112,nt,NT_POOL
k562_37129,37129,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_37163,37163,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_37218,37218,nt,NT_POOL
k562_37264,37264,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_37289,37289,nt,NT_POOL
k562_37372,37372,nt,NT_POOL
k562_37431,37431,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_37465,37465,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_37471,37471,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_37480,37480,nt,NT_POOL
k562_37486,37486,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_37517,37517,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_37531,37531,nt,NT_POOL
k562_37594,37594,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_37616,37616,nt,NT_POOL
k562_37644,37644,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_37648,37648,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_37735,37735,nt,NT_POOL
k562_37864,37864,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_38034,38034,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_38067,38067,nt,NT_POOL
k562_38116,38116,nt,NT_POOL
k562_38122,38122,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_38189,38189,nt,NT_POOL
k562_38296,38296,nt,NT_POOL
k562_38353,38353,nt,NT_POOL
k562_38471,38471,nt,NT_POOL
k562_38504,38504,nt,NT_POOL
k562_38548,38548,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_38571,38571,nt,NT_POOL
k562_38668,38668,nt,NT_POOL
k562_38778,38778,nt,NT_POOL
k562_38798,38798,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_38808,38808,nt,NT_POOL
k562_38819,38819,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_38852,38852,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_38927,38927,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_38982,38982,nt,NT_POOL
k562_39036,39036,nt,NT_POOL
k562_39041,39041,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_39120,39120,perturbed,10135_ZMAT2_P2_ENSG00000146007
k562_39194,39194,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_39197,39197,nt,NT_POOL
k562_39241,39241,nt,NT_POOL
k562_39314,39314,nt,NT_POOL
k562_39350,39350,nt,NT_POOL
k562_39384,39384,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_39402,39402,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_39454,39454,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_39491,39491,nt,NT_POOL
k562_39529,39529,nt,NT_POOL
k562_39540,39540,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_39561,39561,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_39631,39631,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_39672,39672,nt,NT_POOL
k562_39729,39729,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_39758,39758,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_39798,39798,nt,NT_POOL
k562_39840,39840,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_39870,39870,nt,NT_POOL
k562_39972,39972,nt,NT_POOL
k562_40041,40041,nt,NT_POOL
k562_40046,40046,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_40107,40107,nt,NT_POOL
k562_40117,40117,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_40119,40119,nt,NT_POOL
k562_40244,40244,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_40263,40263,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_40304,40304,nt,NT_POOL
k562_40324,40324,nt,NT_POOL
k562_40425,40425,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_40453,40453,nt,NT_POOL
k562_40510,40510,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_40528,40528,nt,NT_POOL
k562_40591,40591,nt,NT_POOL
k562_40709,40709,nt,NT_POOL
k562_40875,40875,nt,NT_POOL
k562_40932,40932,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_40933,40933,nt,NT_POOL
k562_40982,40982,nt,NT_POOL
k562_41092,41092,nt,NT_POOL
k562_41133,41133,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_41204,41204,nt,NT_POOL
k562_41238,41238,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_41253,41253,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_41285,41285,nt,NT_POOL
k562_41430,41430,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_41461,41461,nt,NT_POOL
k562_41499,41499,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_41502,41502,nt,NT_POOL
k562_41582,41582,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_41592,41592,nt,NT_POOL
k562_41630,41630,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_41745,41745,nt,NT_POOL
k562_41811,41811,nt,NT_POOL
k562_41880,41880,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_41988,41988,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_42049,42049,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_42066,42066,nt,NT_POOL
k562_42091,42091,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_42134,42134,nt,NT_POOL
k562_42162,42162,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_42164,42164,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_42220,42220,nt,NT_POOL
k562_42312,42312,nt,NT_POOL
k562_42424,42424,nt,NT_POOL
k562_42483,42483,nt,NT_POOL
k562_42530,42530,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_42541,42541,nt,NT_POOL
k562_42609,42609,nt,NT_POOL
k562_42658,42658,nt,NT_POOL
k562_42706,42706,nt,NT_POOL
k562_42744,42744,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_42789,42789,nt,NT_POOL
k562_42875,42875,nt,NT_POOL
k562_42902,42902,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_42953,42953,nt,NT_POOL
k562_43019,43019,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_43060,43060,nt,NT_POOL
k562_43121,43121,nt,NT_POOL
k562_43163,43163,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_43174,43174,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_43204,43204,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_43246,43246,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_43288,43288,nt,NT_POOL
k562_43391,43391,nt,NT_POOL
k562_43460,43460,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_43497,43497,nt,NT_POOL
k562_43523,43523,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_43568,43568,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_43690,43690,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_43691,43691,nt,NT_POOL
k562_43697,43697,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_43747,43747,nt,NT_POOL
k562_43820,43820,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_43835,43835,nt,NT_POOL
k562_43877,43877,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_43959,43959,nt,NT_POOL
k562_44005,44005,nt,NT_POOL
k562_44147,44147,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_44199,44199,nt,NT_POOL
k562_44253,44253,nt,NT_POOL
k562_44309,44309,nt,NT_POOL
k562_44385,44385,nt,NT_POOL
k562_44490,44490,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_44497,44497,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_44503,44503,nt,NT_POOL
k562_44512,44512,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_44543,44543,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_44557,44557,nt,NT_POOL
k562_44592,44592,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_44645,44645,nt,NT_POOL
k562_44665,44665,nt,NT_POOL
k562_44834,44834,nt,NT_POOL
k562_44855,44855,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_44898,44898,nt,NT_POOL
k562_44931,44931,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_45078,45078,nt,NT_POOL
k562_45144,45144,nt,NT_POOL
k562_45168,45168,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_45248,45248,nt,NT_POOL
k562_45276,45276,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_45309,45309,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_45312,45312,nt,NT_POOL
k562_45456,45456,nt,NT_POOL
k562_45508,45508,nt,NT_POOL
k562_45535,45535,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_45544,45544,nt,NT_POOL
k562_45585,45585,nt,NT_POOL
k562_45621,45621,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_45639,45639,nt,NT_POOL
k562_45772,45772,nt,NT_POOL
k562_45789,45789,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_45888,45888,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_45899,45899,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_45915,45915,nt,NT_POOL
k562_45986,45986,nt,NT_POOL
k562_46079,46079,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_46080,46080,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_46100,46100,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_46168,46168,nt,NT_POOL
k562_46182,46182,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_46216,46216,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_46236,46236,nt,NT_POOL
k562_46329,46329,nt,NT_POOL
k562_46472,46472,perturbed,10202_ZNF207_P1_ENSG00000010244
k562_46493,46493,nt,NT_POOL
k562_46531,46531,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_46550,46550,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_46635,46635,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_46640,46640,nt,NT_POOL
k562_46678,46678,nt,NT_POOL
k562_46679,46679,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_46728,46728,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_46801,46801,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_46815,46815,nt,NT_POOL
k562_46869,46869,nt,NT_POOL
k562_46976,46976,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_46983,46983,nt,NT_POOL
k562_47003,47003,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_47085,47085,perturbed,10152_ZNF100_P1P2_ENSG00000197020
k562_47120,47120,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_47167,47167,nt,NT_POOL
k562_47176,47176,perturbed,10236_ZNF24_P1P2_ENSG00000172466
k562_47187,47187,nt,NT_POOL
k562_47216,47216,nt,NT_POOL
k562_47252,47252,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_47284,47284,nt,NT_POOL
k562_47360,47360,nt,NT_POOL
k562_47403,47403,nt,NT_POOL
k562_47481,47481,nt,NT_POOL
k562_47506,47506,nt,NT_POOL
k562_47594,47594,nt,NT_POOL
k562_47731,47731,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_47737,47737,nt,NT_POOL
k562_47810,47810,nt,NT_POOL
k562_47882,47882,nt,NT_POOL
k562_47923,47923,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_47983,47983,perturbed,10040_ZCCHC9_P1P2_ENSG00000131732
k562_48059,48059,nt,NT_POOL
k562_48106,48106,nt,NT_POOL
k562_48139,48139,nt,NT_POOL
k562_48175,48175,nt,NT_POOL
k562_48272,48272,nt,NT_POOL
k562_48279,48279,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_48287,48287,nt,NT_POOL
k562_48367,48367,nt,NT_POOL
k562_48427,48427,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_48434,48434,nt,NT_POOL
k562_48478,48478,nt,NT_POOL
k562_48575,48575,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_48602,48602,nt,NT_POOL
k562_48651,48651,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_48703,48703,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_48734,48734,nt,NT_POOL
k562_48790,48790,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_48861,48861,nt,NT_POOL
k562_48929,48929,nt,NT_POOL
k562_49011,49011,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_49031,49031,nt,NT_POOL
k562_49078,49078,perturbed,10297_ZNF335_P1P2_ENSG00000198026
k562_49083,49083,nt,NT_POOL
k562_49137,49137,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_49171,49171,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_49224,49224,nt,NT_POOL
k562_49237,49237,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_49329,49329,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_49444,49444,nt,NT_POOL
k562_49452,49452,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_49493,49493,nt,NT_POOL
k562_49681,49681,nt,NT_POOL
k562_49725,49725,nt,NT_POOL
k562_49744,49744,nt,NT_POOL
k562_49807,49807,nt,NT_POOL
k562_49837,49837,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_49844,49844,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_49952,49952,nt,NT_POOL
k562_49995,49995,nt,NT_POOL
k562_50062,50062,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_50109,50109,nt,NT_POOL
k562_50132,50132,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_50172,50172,nt,NT_POOL
k562_50204,50204,nt,NT_POOL
k562_50332,50332,nt,NT_POOL
k562_50509,50509,nt,NT_POOL
k562_50620,50620,nt,NT_POOL
k562_50621,50621,perturbed,10280_ZNF317_P1P2_ENSG00000130803
k562_50757,50757,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_50774,50774,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_50815,50815,nt,NT_POOL
k562_50893,50893,nt,NT_POOL
k562_50972,50972,nt,NT_POOL
k562_50973,50973,perturbed,1036_C1orf109_P2_ENSG00000116922
k562_51033,51033,nt,NT_POOL
k562_51061,51061,nt,NT_POOL
k562_51146,51146,perturbed,1022_C19orf53_P1P2_ENSG00000104979
k562_51214,51214,perturbed,10023_ZC3H18_P1P2_ENSG00000158545
k562_51249,51249,perturbed,1032_C1QBP_P1P2_ENSG00000108561
k562_51302,51302,nt,NT_POOL
k562_51314,51314,nt,NT_POOL
k562_51367,51367,nt,NT_POOL
k562_51473,51473,perturbed,1004_C17orf58_P1P2_ENSG00000186665
k562_51477,51477,nt,NT_POOL
k562_51495,51495,nt,NT_POOL
k562_51545,51545,nt,NT_POOL
k562_51584,51584,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_51600,51600,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_51695,51695,nt,NT_POOL
k562_51874,51874,nt,NT_POOL
k562_51890,51890,perturbed,10073_ZFC3H1_P1P2_ENSG00000133858
k562_51957,51957,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_51984,51984,nt,NT_POOL
k562_52105,52105,perturbed,1035_C1orf109_P1_ENSG00000116922
k562_52154,52154,nt,NT_POOL
k562_52163,52163,perturbed,10041_ZCRB1_P1P2_ENSG00000139168
k562_52234,52234,nt,NT_POOL
k562_52299,52299,nt,NT_POOL
k562_52379,52379,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_52409,52409,nt,NT_POOL
k562_52416,52416,perturbed,10201_ZNF207_P2_ENSG00000010244
k562_52438,52438,perturbed,10139_ZMAT5_P1P2_ENSG00000100319
k562_52458,52458,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_52476,52476,perturbed,1029_C1D_P1P2_ENSG00000197223
k562_52527,52527,nt,NT_POOL
k562_52676,52676,nt,NT_POOL
k562_52689,52689,perturbed,1016_C19orf25_P1P2_ENSG00000119559
k562_52723,52723,nt,NT_POOL
k562_52909,52909,perturbed,10136_ZMAT2_P1_ENSG00000146007
k562_52913,52913,nt,NT_POOL
